speaker_id,target_id,approach,n_refs,strategy,seed,output_path,tts_time_s,eval_time_s,utmos,speaker_sim,wer,cer,sbs_f1,transcript
1188,1188_133604_000040_000002,embed_avg,2,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_2refs_longest_seed456.wav,14.83,0.44,4.503,0.9718,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_random_seed42.wav,14.88,0.44,4.495,0.9838,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_random_seed123.wav,13.95,0.44,4.453,0.9624,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_random_seed456.wav,15.34,0.45,4.472,0.9769,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_longest_seed42.wav,14.5,0.44,4.451,0.9717,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_longest_seed123.wav,13.6,0.44,4.465,0.9521,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,3,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_3refs_longest_seed456.wav,14.9,0.44,4.476,0.9683,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,5,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_random_seed42.wav,15.94,0.45,4.452,0.9836,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,5,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_random_seed123.wav,13.52,0.44,4.478,0.9757,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,5,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_random_seed456.wav,16.75,0.46,4.463,0.972,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,5,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_longest_seed42.wav,15.28,0.44,4.346,0.9805,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,embed_avg,5,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_longest_seed123.wav,13.26,0.44,4.501,0.9761,0.1379,0.0272,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees which is this."
1188,1188_133604_000040_000002,embed_avg,5,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_embed_avg_5refs_longest_seed456.wav,14.87,0.45,4.438,0.9681,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_random_seed42.wav,13.21,0.45,4.328,0.9702,0.1379,0.034,,"But if you go on into the verisities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_random_seed123.wav,20.25,0.49,4.115,0.96,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_random_seed456.wav,16.52,0.45,4.446,0.9761,0.1379,0.034,,"But if you go on into the varicities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_longest_seed42.wav,17.81,0.48,4.381,0.9739,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_longest_seed123.wav,15.99,0.45,4.403,0.962,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,1,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_1refs_longest_seed456.wav,16.45,0.46,4.43,0.9571,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_random_seed42.wav,14.43,0.44,4.385,0.9702,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_random_seed123.wav,15.07,0.44,4.341,0.9763,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_random_seed456.wav,13.19,0.44,4.41,0.9649,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_longest_seed42.wav,15.55,0.44,4.412,0.9741,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_longest_seed123.wav,16.61,0.45,4.448,0.9804,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,2,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_2refs_longest_seed456.wav,15.24,0.44,4.432,0.9621,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_random_seed42.wav,14.86,0.45,4.403,0.9768,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_random_seed123.wav,14.33,0.44,4.402,0.9623,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_random_seed456.wav,15.18,0.44,4.415,0.9721,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_longest_seed42.wav,17.28,0.46,4.27,0.9759,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_longest_seed123.wav,14.87,0.45,4.401,0.9745,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,3,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_3refs_longest_seed456.wav,17.7,0.47,4.05,0.9586,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,random,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_random_seed42.wav,14.88,0.44,4.412,0.988,0.1379,0.034,,"But if you go on into the verisities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,random,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_random_seed123.wav,13.67,0.45,4.41,0.9766,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,random,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_random_seed456.wav,15.81,0.46,4.361,0.9752,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,longest,42,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_longest_seed42.wav,14.17,0.44,4.348,0.9705,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,longest,123,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_longest_seed123.wav,15.56,0.44,4.401,0.9689,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000040_000002,concat_audio,5,longest,456,outputs/fewshot/1188/1188_1188_133604_000040_000002_concat_audio_5refs_longest_seed456.wav,15.02,0.44,4.384,0.9803,0.1034,0.0204,,"But if you go on into the veracities of the school of clay, you will find there is something at the roots of almond and apple trees, which is this."
1188,1188_133604_000042_000003,single_baseline,1,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_single_baseline_1refs_random_seed42.wav,16.92,0.58,4.387,0.9716,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,single_baseline,1,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_single_baseline_1refs_random_seed123.wav,23.7,0.56,4.1,0.9727,0.1622,0.0305,,and also Carpaccio does it with a touch with one sweep of his brush three minutes at the most allowed for all the beast while Michael Angelo has been haggling at this dragon's neck for an hour
1188,1188_133604_000042_000003,single_baseline,1,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_single_baseline_1refs_random_seed456.wav,19.71,0.55,4.441,0.9728,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_random_seed42.wav,21.36,0.56,4.482,0.9524,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_random_seed123.wav,22.7,0.57,4.475,0.9857,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_random_seed456.wav,20.42,0.58,4.498,0.9892,0.1351,0.0305,,"And also Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_longest_seed42.wav,21.13,0.56,4.519,0.9788,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_longest_seed123.wav,21.91,0.56,4.495,0.978,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,1,longest,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_1refs_longest_seed456.wav,22.14,0.56,4.491,0.9625,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,2,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_random_seed42.wav,20.17,0.56,4.424,0.9799,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,2,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_random_seed123.wav,20.64,0.53,4.508,0.9657,0.1622,0.0305,,And also Carpaccio does it with a touch with one sweep of his brush three minutes at the most allowed for all the beast While Michael Angelo has been haggling at this dragon's neck for an hour
1188,1188_133604_000042_000003,embed_avg,2,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_random_seed456.wav,21.09,0.58,4.494,0.9823,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,2,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_longest_seed42.wav,20.49,0.56,4.488,0.984,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,2,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_longest_seed123.wav,22.35,0.56,4.489,0.9734,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,2,longest,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_2refs_longest_seed456.wav,23.93,0.57,4.313,0.9708,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_random_seed42.wav,21.91,0.56,4.481,0.9806,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_random_seed123.wav,19.77,0.55,4.477,0.9772,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_random_seed456.wav,19.95,0.56,4.485,0.9807,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_longest_seed42.wav,25.0,0.6,4.476,0.9732,0.1351,0.0305,,"And also, Carpaccio does it with a touch, with one sweep of his brush. Three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_longest_seed123.wav,21.13,0.57,4.496,0.988,0.1351,0.0305,,"And also, Carpaccio does it with a touch, with one sweep of his brush. Three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,3,longest,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_3refs_longest_seed456.wav,21.28,0.56,4.509,0.9787,0.1622,0.0355,,"And also Carpaccio does it with a touch, with one sweep of his brush. Three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_random_seed42.wav,21.25,0.55,4.47,0.9862,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_random_seed123.wav,21.42,0.55,4.487,0.9757,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_random_seed456.wav,23.23,0.57,4.517,0.9764,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_longest_seed42.wav,20.2,0.54,4.437,0.9783,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_longest_seed123.wav,22.54,0.57,4.486,0.9774,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,embed_avg,5,longest,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_embed_avg_5refs_longest_seed456.wav,22.38,0.57,4.394,0.9821,0.1351,0.0305,,"And also, Carpaccio does it with a touch, with one sweep of his brush. Three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_random_seed42.wav,16.91,0.57,4.383,0.9725,0.1351,0.0305,,"And also Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_random_seed123.wav,21.48,0.55,4.401,0.9734,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_random_seed456.wav,21.1,0.55,4.428,0.9826,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_longest_seed42.wav,22.85,0.58,4.431,0.9632,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_longest_seed123.wav,22.25,0.55,4.441,0.9751,0.1622,0.0457,,"And also, Carpaccio does it with the touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,1,longest,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_1refs_longest_seed456.wav,24.54,0.56,4.474,0.9699,0.2432,0.0457,,and also carpaccio does it with a touch with one sweep of his brush three minutes at the most allowed for all the beast while michael angelo has been haggling at this dragon's neck for an hour
1188,1188_133604_000042_000003,concat_audio,2,random,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_2refs_random_seed42.wav,20.39,0.57,4.457,0.9847,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,2,random,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_2refs_random_seed123.wav,18.56,0.53,4.413,0.9739,0.1622,0.0305,,And also Carpaccio does it with a touch with one sweep of his brush three minutes at the most allowed for all the beast While Michael Angelo has been haggling at this dragon's neck for an hour
1188,1188_133604_000042_000003,concat_audio,2,random,456,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_2refs_random_seed456.wav,20.7,0.58,4.441,0.9857,0.1622,0.0355,,"And also, Carpaccio does it with a touch with one sweep of his brush. Three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,2,longest,42,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_2refs_longest_seed42.wav,22.67,0.56,4.423,0.9817,0.1081,0.0254,,"And also, Carpaccio does it with a touch, with one sweep of his brush, three minutes at the most allowed for all the beast while Michelangelo has been haggling at this dragon's neck for an hour."
1188,1188_133604_000042_000003,concat_audio,2,longest,123,outputs/fewshot/1188/1188_1188_133604_000042_000003_concat_audio_2refs_longest_seed123.wav,25.52,0.6,4.421,0.9796,0.1351,0.0305,,"And also, Carpaccio does it with a touch with one sweep of his brush, three minutes at the most allowed for all the beast, while Michelangelo has been haggling at this dragon's neck for an hour."
